"","DLF005-IE","DLM006-IE","DOM005-IE","DOM017-IE","MH0192","MH0221","MH0222","MH0234","MH0238","MH0245","MH0246","MH0252","MH0259","MH0260","MH0261","MH0262","MH0264","MH0265","MH0266","MH0268","MH0270","MH0271","MH0280","MH0281","MH0283","MH0284","MH0290","MH0293","MH0297","MH0298","MH0299","MH0301","MH0303","MH0308","MH0309","MH0310","MH0311","MH0314","MH0315","MH0319","MH0323","MH0325","MH0326","MH0327","MH0328","MH0329","MH0330","MH0332","MH0334","MH0335","MH0336","MH0337","MH0338","MH0339","MH0340","MH0341","MH0342","MH0343","MH0345","MH0346","MH0347","MH0348","MH0349","MH0350","MH0351","MH0354","MH0355","MH0356","MH0357","MH0358","MH0359","MH0360","MH0361","MH0362","MH0363","MH0364","MH0365","MH0366","MH0367","MH0368","MH0369","MH0370","MH0371","MH0372","MH0373","MH0374","MH0375","MH0376","MH0377","MH0378","MH0379","MH0381","MH0382","MH0383","MH0384","MH0385","MH0386","MH0387","MH0388","MH0389","MH0390","MH0391","MH0392","MH0393","MH0394","MH0395","MH0396","MH0397","MH0398","MH0399","MH0400","MH0401","MH0402","NLF002-IE","NLF009-IE","NLM009-IE","NLM025-IE","NOF002-IE","NOF007-IE","NOF013-IE","O2.CD1-0-PT","O2.CD1-0","O2.CD2-0-PT","O2.CD2-0","O2.CD3-0-PT","O2.UC1-1","O2.UC11-1","O2.UC12-1","O2.UC13-1","O2.UC14-1","O2.UC15-0","O2.UC15-1","O2.UC15-2","O2.UC16-1","O2.UC17-1","O2.UC18-1","O2.UC19-1","O2.UC2-1","O2.UC20-1","O2.UC21-1","O2.UC22-1","O2.UC23-1","O2.UC24-1","O2.UC26-1","O2.UC27-1","O2.UC28-0","O2.UC28-1","O2.UC28-2","O2.UC29-1","O2.UC3-1","O2.UC30-1","O2.UC31-1","O2.UC32-1","O2.UC35-1","O2.UC36-0","O2.UC36-1","O2.UC37-1","O2.UC38-1","O2.UC4-1","O2.UC40-1","O2.UC41-1","O2.UC43-1","O2.UC44-1","O2.UC46-1","O2.UC47-1","O2.UC48-1","O2.UC5-1","O2.UC6-0","O2.UC6-1","O2.UC6-2","O2.UC7-0","O2.UC7-1","O2.UC8-0","O2.UC8-1","O2.UC8-2","O2.UC9-1","V1.CD1-0-PN","V1.CD1-0-PT","V1.CD1-3-PN","V1.CD12-3","V1.CD2-0-PN","V1.CD2-0-PT","V1.CD20-0","V1.CD3-0-PN","V1.CD3-0-PT","V1.CD3-3-PN","V1.CD32-0","V1.CD32-4","V1.CD37-4","V1.CD4-0-PN","V1.CD4-0-PT","V1.CD40-0","V1.CD43-0","V1.CD44-0","V1.CD44-4","V1.CD45-0","V1.CD46-0","V1.CD48-0","V1.CD49-0","V1.CD5-0-PN","V1.CD50-0","V1.CD51-0","V1.CD52-0","V1.CD53-0","V1.CD54-0","V1.CD55-0","V1.CD6-0-PN","V1.CD6-0-PT","V1.CD7-0-PN","V1.CD8-0-PN","V1.FI01","V1.FI02","V1.FI03","V1.FI04","V1.FI05","V1.FI06","V1.FI07","V1.FI08","V1.FI09","V1.FI10","V1.FI11","V1.FI12","V1.FI13","V1.FI14","V1.FI15","V1.FI16","V1.FI17","V1.FI18","V1.FI19","V1.FI20","V1.FI21","V1.FI22","V1.FI23","V1.FI24","V1.FI25","V1.FI26","V1.FI27","V1.FI28","V1.FI29","V1.FI30","V1.FI31","V1.FI32","V1.FI33","V1.FI34","V1.FI35","V1.FI36","V1.FI37","V1.UC22-1","V1.UC38-4","V1.UC39-4","V1.UC40-1","V1.UC47-4","V1.UC54-4","V1.UC56-1","V1.UC58-4","V1.UC59-0","V1.UC59-4","V1.UC60-0","V1.UC63-0","V1.UC64-0","FeatureID"
"Proteobacteria bacterium CAG:139",3967,136215,0,28441,0,1200609,5016,124972,0,16957,0,0,181667,1429,0,68899,0,6190,0,80568,0,0,0,7089,0,331,3456,0,61180,0,0,0,1259,22212,31439,0,1396,668012,653629,0,0,1301122,124396,0,1956,9243,0,17512,11099,0,1045,44448,31907,0,5099,0,83851,935402,27413,0,0,0,0,10776,0,0,2581,5680,0,81488,19563,0,5654,6055,11055,9240,0,0,0,76404,0,0,0,3821,0,0,119498,688211,0,21923,0,6758,120527,4598,0,5765,5615,0,766,81308,0,229923,0,0,0,3818,2217,128399,9019,5111,0,0,69426,0,303964,2500,0,0,0,0,0,0,0,0,1893881,11183,518645,30678,21779,4910,0,0,0,0,0,40838,0,40352,368300,5689,34735,520512,0,0,703239,92238,48432,27194,0,880,0,240065,1103475,2610,29279,23933,56848,0,47161,13628,15542,0,0,18411,0,979619,666350,3382,8031,2248,4409222,1848481,0,0,0,0,3199,0,1247,2783340,0,0,165494,0,0,0,0,0,0,23255,0,0,1034,595,0,9593,0,0,14499,0,9848,0,0,0,0,46533,3625,1640357,0,70135,15611,22304,2279431,0,20499,0,0,102077,627,219255,127507,30150,141972,8021,278693,0,1443,292640,0,249079,0,0,38460,26315,0,64289,899,647647,0,17883,1094,0,0,11338,0,13204,1612,5584,2397346,0,262538,5818,203690,0,609909,0,0,4790,1373460,1372870,"Proteobacteria bacterium CAG:139"
"Bifidobacterium adolescentis",3929,0,0,0,1047953,0,68992,136820,1293892,181161,2939532,67375,1693357,172606,618793,504516,0,816383,154266,143565,133516,0,318972,350161,97324,668031,1988005,734234,0,832272,42528,390347,1976202,0,0,0,285886,191593,900417,0,221678,0,198981,0,324304,722391,2109501,0,464326,0,304497,318910,466017,18669,10900,597693,0,239558,360010,0,1794910,0,450639,2121684,0,585392,275342,0,40372,0,435097,0,0,1371706,1131537,1139060,73834,869383,667345,7963,9328,0,0,1071407,0,30986,0,0,0,13852,116643,92269,640975,59256,5271,145139,67694,298778,511254,0,0,55983,41286,385280,0,0,0,0,104003,509577,0,396337,3569,0,0,0,0,0,0,0,0,378958,0,0,0,2427,4026997,964941,5172073,254630,1548567,0,1393,1029483,500920,4712315,35197,3104888,4402655,569213,2308384,0,22234,0,1234456,44317,199125,114069,305364,5302524,0,842166,386741,1681304,0,0,356209,0,52005,138303,0,12125,3261059,4393,1842423,824,151830,0,0,0,0,0,2261333,3487811,2245976,1295018,77740,0,31313,0,0,5684762,0,0,26130,0,0,0,0,0,12403,38274,861324,406,0,1322820,0,6734,0,275,74838,492242,0,1518877,0,2111,10818461,2948023,0,0,6366748,1589809,15035,5176,4074158,1786805,1895222,271930,320968,805,421022,1371537,476389,1169295,3639731,816211,4379409,6346,0,3420476,16641,0,0,1530,1470297,3326,6875658,969085,4497,52841,268047,5583017,1050326,454,1022247,0,6458717,3613888,1410253,240218,0,202890,0,31791,1191268,0,108168,0,0,0,"Bifidobacterium adolescentis"
"Christensenella minuta",3798,0,0,0,0,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,10833,0,2844,2193,0,0,0,0,0,0,0,727,0,1872,1172,13384,0,0,0,982,1265,0,0,0,0,0,0,0,0,0,22123,0,9650,0,27595,0,0,0,0,14172,20371,0,0,0,0,0,0,28104,0,7811,0,0,0,11319,0,0,0,0,0,0,0,21178,0,0,0,0,0,0,13209,0,0,0,4138,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9042,0,0,193,0,0,0,0,0,3544,0,860,29175,3838,0,0,0,0,0,3190,0,16433,0,0,0,0,0,0,0,0,0,8001,0,0,0,0,0,0,13792,0,0,0,0,0,7434,10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20426,0,0,2902,5721,0,0,0,0,0,0,0,0,0,1966,0,25837,0,0,8039,0,2779,0,3588,1516,9287,0,1200,0,12169,0,40884,0,0,0,0,0,0,5409,0,22856,1439,0,0,0,0,0,0,0,18014,0,0,0,64794,0,35211,0,5755,0,780,0,0,0,0,0,0,0,0,0,0,0,0,"Christensenella minuta"
"Eisenbergiella tayi",3722,710,0,0,0,0,0,0,61045,0,0,44856,0,0,0,32600,0,0,747,0,178208,6003,75616,15394,0,3076,6468,13453,1533,0,0,27311,0,0,3638,0,0,0,19891,0,3850,1377,0,0,0,0,526,0,0,314865,1301415,19848,32998,875,4821,0,16349,7244,0,0,23173,22074,184,3963,4539,30948,0,5660,0,5955,0,2721,45297,36871,0,0,784,0,0,566,0,42665,0,5242939,36312,0,15716,4008,0,4204,7996,0,62640,0,3026,0,0,0,0,29425,799,0,0,0,5608,1530,0,0,0,1630,327,0,29769,0,0,0,0,0,0,0,0,0,0,0,75327,154,36136,1238,0,1276,0,13694,0,0,0,0,0,0,0,0,4648,0,0,0,0,3090,0,7038,8560,0,0,0,0,1255,0,0,0,12600,0,9083,0,0,0,5097,706516,3890,0,0,0,0,0,4091,0,0,0,0,1851,0,3562,0,0,0,0,0,0,0,0,0,0,2352,0,23792,0,0,0,0,0,0,7436,0,72725,0,4191,0,0,0,0,63075,0,244,0,8551,0,298493,198520,0,1099,0,0,59814,1085,30821,0,1716,318,1585,5839,0,0,15171,0,0,0,0,0,18077,0,0,0,0,0,28788,0,0,0,0,0,0,0,6132,0,352,0,0,2005,2211,0,1011,0,0,"Eisenbergiella tayi"
"Rothia mucilaginosa",3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11909,0,6934,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,3536,0,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641,0,0,11569,2888,0,0,0,0,0,0,0,0,0,0,21816,25653,0,5726,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,2761,0,1647,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,11327,0,0,793,0,0,0,0,0,0,0,376,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166,1268,0,0,0,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033,47862,0,0,620,883,0,0,0,0,1294,0,0,81,1644,0,0,11482,0,14958,0,0,0,0,0,0,13127,0,27238,0,2875,0,0,0,0,0,0,5063,0,0,"Rothia mucilaginosa"
"Veillonella rogosae",3006,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12658,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,0,0,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,483,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,85402,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veillonella rogosae"
"Eubacterium sp. CAG:274",2774,0,0,17147,84774,0,0,192987,0,0,0,63030,0,140840,15646,0,0,61100,38679,620975,245999,0,0,57792,0,0,44756,0,0,0,63654,201331,0,0,0,0,42512,0,0,48237,0,47496,262074,0,0,33022,42145,0,0,0,101291,0,0,0,0,0,477784,0,0,0,16526,0,154972,302512,0,0,142850,95272,0,0,0,0,0,0,0,13433,15525,0,154629,0,0,0,0,0,0,0,99639,0,32315,0,399845,46391,0,0,0,86547,0,500869,192296,0,0,0,0,0,0,0,163492,27461,377092,0,0,0,0,0,0,0,107311,0,169978,0,0,0,0,0,0,0,0,0,913475,0,0,0,0,0,7968,0,0,12677,0,0,231867,0,0,0,0,0,0,0,0,0,0,143373,0,0,0,0,0,0,0,313668,0,0,0,0,0,379469,0,0,0,0,0,0,0,0,0,50784,0,0,0,106021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75649,0,0,228258,0,18353,0,190164,0,0,838468,0,0,0,0,187868,40333,0,0,0,309279,0,25574,0,0,46322,0,66716,0,98077,0,0,106236,13305,41211,0,0,0,0,94158,388483,1565339,297509,3838,0,7064,225967,332953,0,0,0,16336,5360,0,0,0,0,0,0,102718,0,0,449,926202,83228,"Eubacterium sp. CAG:274"
"Veillonella infantium",2685,7548,0,0,0,0,0,345,0,0,0,0,0,15831,0,0,0,59002,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,30936,455,0,0,6300,0,0,0,0,0,891,0,0,0,0,0,4864,367579,0,0,0,0,0,0,0,0,19738,17298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40142,0,34930,0,0,0,0,0,702,0,0,0,0,0,0,0,2390,362,0,0,0,0,6443,0,0,0,0,0,0,3428,0,933,0,0,5051,0,7042,5096,0,0,0,997,0,834,0,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,0,22474,2675,0,0,1278,0,0,0,2849,0,0,0,0,312,763,0,0,0,0,0,3425,0,2331,0,0,3258,0,0,0,0,0,0,0,0,6042,0,0,494,8368,7684,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,2369,0,1823,0,0,1351,0,0,0,0,0,3422,0,0,0,0,0,0,0,0,0,0,1116,0,0,0,11733,0,0,0,0,1568,4517,0,104964,0,0,255,0,0,298,0,0,0,0,0,0,214445,0,23517,0,0,6234,0,0,0,0,0,1264,0,0,"Veillonella infantium"
"Roseburia intestinalis",2411,136637,69003,235986,12847,0,60256,1876344,0,281345,79896,101383,703250,66663,0,2446,64491,48346,0,0,1936980,0,39967,498334,309703,157489,514850,251453,896009,49358,139031,1008544,23494,0,36754,852760,1144,785586,62011,13451,1434814,0,1006268,153322,103174,50587,98180,0,263933,0,2888,578740,179505,0,40838,0,1665040,5150,15315441,18199,297739,0,380,354932,0,35704,700591,835853,0,2139018,31131,0,1002728,0,999725,126015,718908,0,3632999,1961259,467198,18448,24030,33433,0,19417,1369783,564675,186423,0,0,0,0,294228,31917,1015584,248609,1725158,212643,14042,0,0,84531,0,15319,2116737,625276,51601,53998,166069,450436,250830,0,0,86757,439165,22509,0,216953,246120,35391,369262,0,0,962271,26983,4680,782127,13454,173233,1043566,192263,240075,1992537,85738,2808920,5823,10364,575374,265142,2519806,0,112238,0,375468,34680,232650,13531,68449,375143,1730595,77722,61419,0,1416740,1656281,1263827,486855,94538,56508,280199,0,10237,0,3401,260561,2588787,207729,2008834,1469159,1485683,24600,1288085,1214499,11001,3669817,0,1623015,0,17297,0,1911462,1417472,0,5594,0,0,0,0,256418,4110,162357,1038302,0,0,98827,72362,5328802,169615,412826,0,2548179,2935854,829,989,486104,0,13984,0,0,48390,679343,224132,419787,106606,847879,24979,4644700,525053,261158,1520,25443,0,330,81202,566256,4622,0,321335,0,9652428,2307853,11970,125563,1627361,6758,0,1368510,19819,4421792,814439,154366,291366,8639,225071,295630,299651,663888,1018184,1493,0,1378869,0,0,279992,0,0,53598,79356,297670,"Roseburia intestinalis"
"Anaerotruncus colihominis",1889,0,0,0,4342,9094,0,0,0,8228,14254,0,0,0,0,0,0,0,0,3396,6448,0,0,3469,0,0,0,0,552,0,0,3388,0,0,0,705,0,0,1355,0,0,0,5197,0,0,0,0,0,0,4527,0,16181,0,0,0,0,3204,15075,0,0,0,10285,0,5401,0,0,0,0,0,1761,2825,77902,0,0,0,0,0,0,0,0,0,29714,0,9538,0,0,0,0,0,5405,0,0,9870,0,0,0,0,201,0,20936,0,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,0,49740,1351,0,0,15269,0,0,22420,0,19162,0,699,0,0,0,0,0,4315,8055,0,0,266,1974,8999,8826,0,0,3899,0,4517,420,0,51928,0,2104,0,4897,0,4950,11173,5806,10804,7637,0,0,0,189,12721,386,8081,0,25466,13539,746,52895,0,1142,3337,332,1244,2399,14398,0,13836,0,179061,0,0,0,0,0,74601,23366,0,0,14597,16771,0,0,5016,754,52674,0,2792,12843,2401,0,152605,0,0,1869,0,0,0,266635,81,338,260570,15624,27535,31111,0,272250,25338,66524,21941,0,2161,371,109,2278,13168,85210,5085,0,0,0,0,42549,8235,1551,0,0,0,102463,34374,56446,0,46224,3738,0,0,0,0,515,0,0,4180,4198,0,0,0,13363,"Anaerotruncus colihominis"
"Roseburia inulinivorans",1792,32946,32551,1238469,512302,0,2005971,1157111,73182,681698,82640,3824353,804205,655374,67798,41504,327005,3591437,32989,606915,3099207,1735491,1073001,428755,332593,1126483,372747,1183145,361614,195131,363904,0,89774,977965,122762,1336236,711041,647953,690781,802926,41293,127459,444486,917756,406927,404122,1301396,1942276,178522,0,4222,944838,60190,357,6350,763383,1614170,67132,3882945,2375300,359121,51916,616025,0,1728836,0,228247,503314,218580,0,945525,0,15733,0,301027,24200,552171,0,123379,17415,375865,0,1367544,86613,207823,1125569,0,510571,7890,2399218,1844970,4517,79181,578420,889257,704205,2248822,185138,592835,0,20251,3245001,304031,4997,292473,654232,120207,118596,90752,286754,121219,170267,66202,526871,319056,626691,269315,2905,1634944,133591,3150,82330,0,0,0,189025,469525,274583,39808,414306,0,177420,504920,138134,407142,648305,0,1599291,396444,246212,352097,0,361188,0,773832,24415,28321,18736,599256,63726,2486757,582580,299397,364407,612382,904851,4119494,2943,228147,1236132,101776,2302145,907722,0,625857,249725,1476131,1078125,809659,375260,215942,287088,271787,237530,304449,443938,0,1213473,0,11931,0,1750860,0,0,3764,0,3609,0,0,1532086,4008,1728205,299233,8386,0,749176,1929897,1451716,748955,0,1720164,3282094,256790,0,206,828725,113055,201228,0,986269,28659,386172,358924,0,12196,221767,372165,6346410,1481893,896463,98119,174399,77597,60807,327882,1962373,5715,1114,1135302,669406,0,24784,0,66787,1304458,1000815,29162,1856186,935371,1086545,1073507,319496,0,111408,246501,813324,330352,416188,0,201089,118617,1803964,2118795,2831,641411,1258429,0,20092,1727013,376588,"Roseburia inulinivorans"
"Veillonella parvula",814,59396,0,0,0,0,0,27411,0,0,30383,0,0,32850,2112,0,0,191797,0,0,6367,0,0,0,0,0,0,0,0,0,0,0,71153,3728,0,636,1820,1904,0,0,6929,0,3650,846,0,0,0,0,4977,1464122,0,0,0,1247,0,9305,0,0,619145,470719,0,0,0,0,0,0,559,0,0,0,0,0,0,0,40343,31474,279602,0,1349,143488,0,0,0,0,0,26361,25876,11475,1817,0,1807,0,0,76356,0,0,7684,0,0,0,0,8418,0,97271,0,16733,0,0,13666,1654,18315,48265,0,0,0,2982,0,249845,0,0,0,2120,0,0,0,0,0,0,42741,0,0,0,0,0,68168,0,63299,13455,4520,0,35027,0,3966,0,13990,0,0,0,0,32211,82894,0,0,6459,1796,0,25181,0,40361,0,317,3151,1919,0,0,0,0,0,2614,0,120121,0,0,0,62904,10771,0,4450,0,20147,0,10368,0,0,7028352,3333,0,0,0,11457,1793377,175190,8464,0,0,0,0,0,0,9780063,7026,17043,221666,0,0,4134,199324,0,26694560,107527,10502,0,2051,0,0,0,0,58914,3071,25483,0,21355,0,0,0,266656,0,0,0,0,56863,11317,0,228944,0,0,0,16766,0,0,267,0,0,10176,0,2705,503069,2589,29838,0,20247,30527,0,4326,0,0,0,990,0,339,"Veillonella parvula"
"Bacteroides finegoldii",767,0,0,0,0,0,0,0,0,0,0,235037,0,329276,0,0,0,309549,0,0,0,0,0,0,0,0,0,5576,0,165297,0,0,0,0,0,0,0,0,0,382876,0,0,0,0,53566,0,0,0,0,721595,532705,195316,13983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66601,0,0,0,0,0,0,0,0,0,62683,31848,0,0,0,431100,49042,0,0,0,3599,0,0,0,0,0,2658566,0,459702,0,0,0,0,54372,0,73924,84573,0,0,0,14156,0,0,0,0,0,0,0,38525,0,0,0,387100,1100701,0,165216,0,0,9659,106345,85296,14426,392945,0,14212,0,0,0,0,0,5218321,0,506247,1152364,181532,0,0,943515,0,0,44284,0,0,0,238024,0,0,756480,0,0,0,0,0,1578844,0,0,0,0,0,0,0,1183513,2033735,0,0,0,0,0,0,1693375,0,0,0,2341037,1556199,560641,0,0,24092,0,0,0,0,0,0,0,0,0,0,664647,0,0,0,0,0,0,606509,0,0,0,0,104252,0,8357,0,0,0,248211,316059,245052,115908,493549,0,0,0,0,0,0,680864,0,9514,4577,3703179,0,0,0,0,195373,0,0,692836,59357,280023,1130295,0,1618677,741,0,1451317,0,0,0,0,0,1480069,482441,0,"Bacteroides finegoldii"
"[Clostridium] symbiosum",282,2219,2526,3427,0,62434,0,0,0,0,91098,0,0,0,296,0,0,0,0,0,23460,0,663,30453,0,0,0,0,0,0,0,51126,0,0,0,0,59496,0,6960,0,0,0,0,46688,0,0,0,0,0,13956,0,20980,0,0,0,0,52424,588,0,0,0,2759,0,0,3798,0,0,0,0,87501,3909,8304,0,3913,0,0,2300,0,17147,0,0,16282,0,16460,0,0,108392,0,0,0,0,0,10705,0,0,0,0,0,0,97420,0,0,0,56040,2283,0,0,0,0,0,0,0,0,43667,0,0,0,0,6852,0,30994,5154,17186,8961,30754,0,0,0,0,0,0,33097,6669,0,0,0,11744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27192,3189,22748,21470,26610,0,1020,0,0,0,22238,2305,0,0,8539,7997,81520,106602,0,0,0,0,15839,0,32968,0,11067,98958,463212,0,782651,0,7780,0,25233,0,161512,0,0,0,0,0,8419,92295,0,0,400,5605,0,0,266949,0,0,0,0,0,0,15498,0,0,93545,0,0,23678,0,13225,0,5779,0,0,0,4952,30041,44717,1216,18240,30985,1205,0,0,0,0,0,0,11496,0,0,37984,1462121,102926,4325,55142,0,0,15344,3701,0,0,0,0,0,18866,0,0,0,0,"[Clostridium] symbiosum"
"Anaeromassilibacillus sp. An250",257,0,0,0,3445,0,0,1973,63356,133486,7808,8930,130790,0,847,4463,14346,0,6160,17783,8990,1071,24156,58068,2612,4033,38505,10841,17793,18242,0,50743,104216,37129,7708,8343,0,44298,2060,0,0,838,285,0,32497,83311,108473,0,27734,26021,2293,16560,0,29775,28898,0,3673,120351,0,48315,328120,0,10375,35590,0,34976,39453,27852,0,56759,23719,31737,1273,161847,5886,30567,3463,7818,28287,14220,55336,0,11373,23882,22973,17335,0,62223,57705,45382,8259,18495,105837,806,0,5093,22994,0,59170,3717,3272,2274,12099,0,0,73374,195040,38793,0,46674,2236,15565,1085,0,0,0,0,17876,0,0,0,15253,0,0,0,0,101007,0,2469,6405,0,26218,38355,0,0,0,0,0,18936,14974,5308,2055,22704,0,0,6494,11197,11539,0,0,3444,1006,3870,5312,44697,3585,19632,56054,1848,5817,0,0,14941,0,48443,0,0,15127,24617,23615,0,0,0,0,0,0,0,9587,0,0,16966,0,0,0,0,0,0,0,32788,6438,0,14784,3090,0,0,870,2759,0,0,0,5192,20232,0,0,1480,4376,25059,78898,0,3161,0,0,0,59010,198847,28349,19213,10649,0,0,2081,20048,0,7683,24721,6442,236738,0,17886,0,13238,0,0,0,0,77534,0,0,0,0,0,43788,0,0,0,0,5196,7891,9790,6262,16496,0,0,0,53527,0,0,42678,0,1164,"Anaeromassilibacillus sp. An250"
"[Clostridium] leptum",107,0,0,0,2387,20226,0,1676,7510,7628,2444,37049,77309,2047,0,226,2940,518,553,796,91100,1501,5263,5821,2599,34664,3365,9207,86,5240,1941,15886,1052,6853,15836,16969,0,1724,46043,6502,350661,4947,2082,0,1635,338958,5203,37527,250142,29306,1837,52632,33569,0,4079,0,358758,1732,0,9093,38845,11479,3782,5401,7358,11683,4138,19720,1423,986,5360,21240,2048,9954,2810,19240,17465,30893,112363,8312,4922,51631,6860,67455,3659,12112,6382,7126,30148,17327,107,5544,29806,82760,790,2513,3198,257,4486,41937,6268,5474,5062,43051,5002,8608,1313,9707,0,5088,674,1880,160,0,0,0,0,0,0,0,0,29315,0,1428,21839,0,4886,5903,1770,6688,0,91056,7486,0,0,35600,0,1951,2257,21546,390,0,6641,0,0,9576,7041,22672,5261,1561,92,8828,43540,27630,0,0,18762,9778,22865,16113,396438,0,2275,1019,132545,7071,2506,3774,3561,3075,7534,20397,1749,2431,6706,4204,4600,1441,20737,0,29837,0,1155,9648,0,0,0,0,3894,0,0,6902,4071,0,0,4974,118672,0,6660,0,16263,106379,1547,0,43045,10573,31911,18325,0,39789,7915,93568,2456,6766,11387,15036,6964,5679,13088,10176,14447,0,18891,2536,3385,40443,23707,6065,15745,11209,1317,1015,0,67,9776,23353,19551,37196,0,127283,0,14390,0,4175,5082,15598,1368,22944,0,0,193652,8488,18726,0,31940,1647,0,11539,3974,0,"[Clostridium] leptum"
"Lachnospira pectinoschiza",0,2134495,0,727734,445823,538029,2389800,2514662,1052747,198625,428498,1535485,1437833,0,1085720,0,267451,0,2991915,0,0,0,300030,804632,0,470347,1243997,2085372,40051,0,4185040,0,12678,0,0,1542820,0,0,0,1691932,0,2216098,0,0,0,1071,1999975,1590471,290988,0,0,1366085,0,24466,0,0,0,161344,3179073,0,455633,0,0,173655,0,21799,0,447857,0,1994599,132898,0,0,0,0,606114,312004,0,2287566,0,0,0,1520371,139389,598838,0,0,0,0,199001,0,0,0,0,969728,0,235920,3932239,1362636,313808,158988,2254673,0,3084522,2217128,0,0,0,4147648,0,1479962,95559,395214,54138,3398,182711,80963,0,0,2049117,0,95261,0,0,0,0,0,1773,0,374294,152544,0,0,0,37376,0,54711,2022150,93589,3176,603366,6907,0,0,0,510033,231114,403521,525748,288217,1666670,44760,949777,196111,2312,0,1933704,883916,678281,1195363,0,0,3449641,1341401,536304,0,591193,0,0,0,860538,1339793,0,0,0,0,0,882443,0,5071,0,0,319764,0,822,0,1814,1188461,0,0,0,585830,0,0,0,418794,0,90,848533,0,0,155629,1556497,0,5352,798,0,1195,0,0,1560708,419797,2219187,527861,0,0,0,699281,1143853,0,796453,317698,1142820,89799,2600680,1427,14580,2228,1025845,1400099,0,0,0,2013,677513,1487345,0,16899,1488217,4438,0,1743873,22591,0,611291,103285,1103739,1080532,0,0,0,551146,0,0,964118,0,0,4516,1785753,2129339,"Lachnospira pectinoschiza"
"Prevotella sp. CAG:5226",0,1633838,0,0,0,0,0,0,0,0,0,0,0,0,0,4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455755,315431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,483449,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171827,0,0,0,0,0,8659282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17266597,843,1542,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prevotella sp. CAG:5226"
